Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Hours worked (3 categories) Code,Hours worked (3 categories),Observation
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,7,Driving a car or van,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,8,Passenger in a car or van,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,9,Bicycle,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,3,L7: Intermediate occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,6,L12: Semi-routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,7,L13: Routine occupations,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,9,L15: Full-time students,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,10,On foot,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E06000036,Bracknell Forest,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E06000036,Bracknell Forest,-8,Does not apply,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E06000036,Bracknell Forest,-8,Does not apply,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
